机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N05731,7171    ,DE    ,CC    ,398908-5                ,25684           ,21    ,X,X,FAIL  ,2016-01-08,00:00,0,00:00,0,2016-07-16,1419:27,754,1419:27,754,监控左组件性能差.崔立民the repast that the  left is bad,1419:27,  航后自检ZTC正常检查无漏气更换左侧温度控制活门测试正常.崔立民AF BIFE the ZTCmessage and  check the  duct ok refer to AMM21-51to replace the left TCV check it ok,754,398908-5                ,22527           ,,6550,12163.4,, ,(AOG)VALVE                                                  ,4173619,11119847
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,3475            ,21    ,X,X,FAIL  ,2016-06-19,1621:53,770,36848:49,18514,2016-07-26,1949:16,929,37176:12,18673,航后发现做空调组件TCV卡滞  王险峰AF FIND THE TCV IN L A/C IS BLOCK,327:23," 航后更换左空调组件TCV,测试ZTC自检正常,无漏气 王险峰AF REPLACE TCV IN L A/C BITE IN ZTC PASSED NO LEAK",159,398908-5                ,16116           ,海口维修室,6191,12272.34,, ,(AOG)VALVE                                                  ,4198649,11122420
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,16116           ,21    ,X,X,FAIL  ,2016-07-26,1949:16,929,6917:49,3393,2016-12-05,3101:41,1508,8070:14,3972,"地面再现时左PACK灯亮,复位后灯熄灭 机组",1152:25,"       过站自检ZTC1有TCV信息,无法清除,依据MEL21-33B将左组件TCV锁在关位,有""C1 HAS TCV MESSAGE, CAN`T CLEAR, REFER MEL21-33B PUT THELEFT PACK TCV ON THE CLOSE POSITION, HAS ""U"" AND ""O"" ITEMFROM FLB11123987B 航后自检ZTC1有TCV信息,依据工卡AMM21-51-10更换左组件TCV,恢复""BITE TCV MESSAGE, REFER TO AMM21-51-10 REPLACED THE LH PACK TCV,AND RECOVERY THE ""M"" OPERATION AND TEST NORMALhhe lfet act door more notsmooting refe ",579,398908-5                ,24380           ,海口维修室,4721,9433.57,, ,(AOG)VALVE                                                  ,4538537,11123986
73N,73N04355,5712    ,DE    ,CC    ,398908-5                ,4103            ,21    ,X,X,FAIL  ,2017-04-07,13244:13,6680,56240:12,28156,2017-05-20,13619:24,6868,56615:23,28344,,375:11,"      FLB11129475A航后自检ZTC有TCV故障信息,依据AMM21-61-15更换左组件TCV故障依旧,进一步检查发现左组件ACM排气风扇叶片断裂,因航材无料,依据MEL21-01-01-01办理保留,在不工作组件贴不工作标牌,单号DD201713661.张文涛AF TEST THE ZTC HAVE TCV FAULT MESSAGE REFER TO AMM21-61-15 REPLACEDTHE LEFT PACK TCV FAULT STILL CHECK AND FIND THE VANE OF THE LEFTPACK ACM EXHAULT FAN WAS DAMAGED DUE TO LESS OF PART REFER TO MEL21-01-01-01 FROM DD201713661 AND PASTE INOP MARKET IN FAILED PACK",188,398908-3                ,8769            ,海口维修室,19853,39333.29,, ,(AOG)VALVE                                                  ,4981635,11129476
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,27750           ,21    ,X,X,FAIL  ,2017-02-16,3750:51,1940,375:33,202,2017-02-25,3827:19,1986,452:01,248,,76:28,"      FROM FL11134704B航后依据手册AMM21-51-10-000-801更换左侧TCV,并依据手册AMM21-61-00-700-806-002完成ZTC测试，测试正常，且TCV本体无渗漏。AF REFER TO AMM21-51-10-000-801 REPLACE THE TCV AND REFER TO AMM21-61-00-700-806-002 ACCOMPLISH THE TEST OF ZTC AND TEST OK,THERE ISNO LEAK IN TCV.王银辉",46,398908-3                ,18827           ,霍尼韦尔,9085,17869.37,76:28,46,(AOG)VALVE                                                  ,4760366,11134708
73N,73N05132,1733    ,DE    ,CC    ,398908-5                ,16033           ,21    ,X,X,FAIL  ,2016-09-02,5852:23,2936,15248:29,8015,2016-11-15,6383:46,3204,15779:52,8283,浦东地面开始滑行前再现检查左组件灯亮复位主警戒灯灭判断左组件单通道工作.机组,531:23,    按MEL21-32保留工作无M项无O项.HHA机务refer MEL21-32 dispatch the work no M item and NO O itemFROM FLB11140506.PVG机务依据AMM21-61-21更换左组件配平空气活门地面测试左组件工作正常.refer AMM21-61-21 replaced the valve and test ok,268,398908-3                ,16018           ,海口维修室,11693,22892.35,, ,(AOG)VALVE                                                  ,4486926,11140505
73N,73N01832,5138    ,DE    ,CC    ,398908-5                ,7596            ,21    , , ,SWAP  ,2017-08-23,38566:24,19560,41495:22,20736,2017-08-23,38566:24,19560,41495:22,20736,机组反映左组件PACK灯亮.   CTU机务,00:00,"    过站依据 AMM21-61 或 AMM21-51 对串左右TCV和后舱区域温度配平活门, 依据MEL21-19-02-02B 放行飞机, 完成M项通知机组执行O项.  CTU机务 TR REFERTO MEL21-19-02-02B AND AMM21-51 EXCHANGE LH RH TCV AND ZONE TRIMVALVE REFER TO FLB11141877B MEL21-19-02-02B DISPATCH ACCOMPLISHED MITEM REOPRT CREW O ITEM",0,398908-3                ,2338            ,海口维修室,46723,83822.42,, ,(AOG)VALVE                                                  ,5261694,11141877
73N,73N05167,1725    ,DE    ,CC    ,398908-5                ,23253           ,21    ,X,X,OBS   ,2016-06-20,4753:33,2435,3933:18,1954,2016-08-21,5299:01,2686,4478:46,2205,后半舱温度调节不好掌控忽冷忽热不稳定  乘务,545:28,  航后依据AMM21-00更换后配平空气活门 拆下办观察 贺达达AF refer to AMM21-00 repalced the AFT passenget TAV operation wellthe replased compoment as oberseved,251,398908-3                ,8945            ,武汉航达,19781,39099.27,545:28,251,(AOG)VALVE                                                  ,4268293,11151110
73N,73N01800,5141    ,DE    ,CC    ,398908-5                ,24215           ,21    ,X,X,FAIL  ,2016-11-19,36316:21,18524,4093:56,2124,2017-07-04,38236:35,19539,6014:10,3139,"驾驶舱空调空中温度太低无法加温,请检查机组",1920:14,"  航后依据AMM21-61-21更换驾驶舱温度配平活门,出水检查无漏气,ZTC自检无信息  温度调节正常    AF refer to AMM21-61-21 repalce flight compartment zone air valve tets no leak  屈永辉",1015,398908-5                ,27750           ,海口维修室,2466,4753.39,, ,(AOG)VALVE                                                  ,5110185,11157905
73N,73N01766,5135    ,DE    ,CC    ,398908-5                ,24045           ,21    ,X,X,FAIL  ,2017-07-18,38278:42,19840,5828:13,4076,2017-07-29,38384:15,19893,5933:46,4129,PF左组件灯亮     HAK 机务PF FIND THE LEFT PACK LGIHT PINLE,105:33,    FROM FL 11164655APF 依据手册AMM21-51-10 更换左组件7CV 操作测试正常无渗漏      HAK机务PF REF TO AMM21-51-10 REPLACE THE LEFT PACK 7CV TEST IT OKNO LEAKAGE,53,398908-5                ,24375           ,霍尼韦尔,4869,9670.55,105:33,53,(AOG)VALVE                                                  ,5186930,11164656
73N,73N05577,6066    ,DE    ,CC    ,398908-5                ,24942           ,21    ,X,X,FAIL  ,2015-09-02,00:00,0,00:00,0,2017-05-26,4544:30,2274,4544:30,2274,,4544:30," 航后依据AMM21-51-10更换左组件温控活门,测试正常.   胡贤AF refer AMM21-51-10 replace the left pack TCV,test is OK",2274,398908-5                ,24945           ,,5067,10829.02,, ,(AOG)VALVE                                                  ,4999914,11169626
73N,73N02593,5372    ,DE    ,CC    ,398908-5                ,15401           ,21    ,X,X,FAIL  ,2017-05-28,29306:52,15100,8545:24,4151,2017-06-01,29338:30,15120,8577:02,4171,,31:38,"       FROM FL11172384B航后依据AMM21-51-10-000/400-801完成后舱配平活门的更换，依据AMM21-61-00-700-806-002完成测试，结果正常。TAG:4072572.AF REFER TO AMM21-51-10-000/400-801 REPLACE THE TRIM CALVE AND REFERTO AMM21-61-00-700-806-002 BITE TEST OF TCV,THE RESULT IS OK.撤除DD20171480.CLOSED DD201714850.党建奇配平活门：398908-5/15401    398908-5/24427",20,398908-5                ,24427           ,海口维修室,5039,9571.33,31:38,20,(AOG)VALVE                                                  ,5017544,11172392
73N,73N05906,7175    ,DE    ,CC    ,398908-5                ,26760           ,21    ,X,X,FAIL  ,2016-05-04,00:00,0,00:00,0,2017-04-10,2640:58,1479,2640:58,1479,检查发现左组件温度高 麻宏玮CHECK AND FOUND LEFT PACK HAS HIGH TEMPRETURE.,2640:58,"    航后检查PFTC无故障信息,隔离左组件TCV有漏气,散热器且在方向吹除左组件散热器,并依据AMM21-51-10更换TCV,测试正常.麻宏玮AF SELF-TEST PFTC TAHT WAS NO FAULT,THE TCV OF L PACK HAS LEAKAGE,THEN BLOW AWAY THE L PACK REFFER TO AMM21-51-10 REPLACE THE TCVTEST OK.",1479,398908-5                ,27750           ,,2466,4753.39,, ,(AOG)VALVE                                                  ,4877475,11173230
73N,73N04036,5662    ,DE    ,CC    ,398908-5                ,25615           ,21    ,X,X,FAIL  ,2016-08-18,13459:48,6808,1787:30,727,2017-03-01,15091:26,7664,3419:08,1583,,1631:38,"  过站依据AMM21-51-10更换右温度控制活门,测试正常  刘洋TR refer to AMM21-51-10 replaced the right TCV test is okTAG 4072429",856,398908-5                ,11509           ,霍尼韦尔,15041,28979.47,1631:38,856,(AOG)VALVE                                                  ,4775565,11178322
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,20614           ,21    ,X,X,FAIL  ,2017-04-06,4151:16,2169,8476:41,4260,2017-04-08,4170:12,2177,8495:37,4268,"南京过站检查再现时右组件灯亮,组件ZTC有右TCV信息.    王平TR check the R pack light on,the ZTC have TCV",18:56," 航后更换右组件TCV,检查TCV无渗漏,组件ZTC无信息,测试正常.   王平AF repalce the R TCV,check the TCV no leak,ZTC bite normal,test OK",8,398908-5                ,25615           ,海口维修室,4582,9110.09,18:56,8,(AOG)VALVE                                                  ,4872532,11179694
73N,73N03007,5483    ,DE    ,CC    ,398908-5                ,23973           ,21    ,X,X,FAIL  ,2016-11-03,23329:10,11837,3562:23,1778,2016-11-06,23353:45,11851,3586:58,1792,后半舱客舱温度很低(驾驶舱已至调节最高温度但效果仍不明显)The real of cabin air conditioning system has a poor heatingfuction乘务,24:35,"           过站时间短,航后处理广州地勤机务CL11182117:航后自检两部ZTC无信息，清洁后舱温度传感器和滤网,与其他飞机对串空调面板ZTC无效,原件装回更换配平活门无效,时间不足,办理DD201630702并完成M项AF bite ZTC  no message be found clean filter and AFT temperaturesensor interchange ZTC and A/C control panel the faultCL11182118:continue replace AFT cabin TRIM air valve  the fault continuedue to short time open DD201630702洪永锋",14,398908-3                ,13239           ,海口维修室,14806,27921.07,, ,(AOG)VALVE                                                  ,4462149,11182116
73N,73N02419,5358    ,DE    ,CC    ,398908-5                ,25463           ,21    ,X,X,FAIL  ,2016-03-26,27350:56,13842,501:01,238,2017-04-21,30466:32,15504,3616:37,1900,航后检查发现左组件灯亮 AF check find lh pack light is on 杨旭,3115:36,"  航后自检ZTC1有TCV信息,依据AMM21-51-10更换左组件TCV,并测试正常 AF biteztc1 there is a tcv message refer to AMM21-51-10 replaced lh pack tcvand test ok 杨旭",1662,398908-3                ,4107            ,HONEYWELL,30606,61465.49,3115:36,1662,(AOG)VALVE                                                  ,4907560,11182361
73N,73N01832,5138    ,DE    ,CC    ,398908-5                ,20614           ,21    ,X,X,FAIL  ,2016-08-24,35634:37,18055,7475:06,3767,2016-12-14,36636:12,18548,8476:41,4260,FROM FLB11185736B,1001:35,"     航后自检2号ZTC有ACT信息,检查右组件TCV漏气,依据AMM21-51-21更换右组件ACT并依据AMM21-51-10更换右组件TCV,测试正常 吴国荣AF BITE NO.2 ZTC HAS ACT FAULT MEAAGE, CHECK FOUND TCV LEAK AIR OF RPACK, REFER TO AMM21-51-21 REPLACE THE ACT OF R PACK AND REFER TOAMM21-51-10 REPLACE THE TCV OF R PACK, TEST AIR CONDITION SYSTEMNORMAL",493,398908-3                ,2975            ,海口维修室,35203,62990.53,, ,(AOG)VALVE                                                  ,4562522,11185740
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,24380           ,21    ,X,X,FAIL  ,2016-12-05,3101:41,1508,3592:00,1698,2017-02-16,3750:51,1940,4241:10,2130,航后再现组件灯亮(左组件)AF check and find the pack light on(L pack)王君昭,649:10,   航后依据AMM21-51更换TCV和ZTC测试正常AF ref to AMM21-51 replace TCV and ZTC test ok王君昭TAG 4072483,432,398908-5                ,27750           ,海口维修室,2466,4753.39,, ,(AOG)VALVE                                                  ,4736052,11187658
73N,73N02806,5428    ,DE    ,CC    ,398908-5                ,22431           ,21    ,X,X,FAIL  ,2016-01-06,21828:09,11490,3285:56,1809,2017-05-31,25899:32,13743,7357:19,4062,[MCO-2017-05-31-79],4071:23,"   航后依据AMM21-51-11更换STCV,依据AMM21-51-10更换TCV,测试正常.胡贤AF refer to AMM21-51-11 replace the STCV refer to AMM21-51-10replace the TCV ,test is OK",2253,398908-5                ,21218           ,HONEYWELL,6758,12328.15,4071:23,2253,(AOG)VALVE                                                  ,5013332,11189779
73N,73N05308,1795    ,DE    ,CC    ,398908-5                ,20864           ,21    ,X,X,FAIL  ,2016-09-18,4626:22,2342,537:53,286,2017-03-03,5975:50,3143,1887:21,1087,,1349:28,"   FROM FL11187620航后依据AMM21-61-21更换配平活门，测试正常。AF REFER TO AMM21-61-21 REPLACED TRIM AIR VALVE,TEST OK.胡杰辉",801,398908-5                ,24306           ,海口维修室,5204,9732.33,, ,(AOG)VALVE                                                  ,4777557,11195181
73N,73N05243,1785    ,DE    ,CC    ,398908-5                ,20864           ,21    ,X,X,FAIL  ,2017-04-06,6755:07,3317,1887:21,1087,2017-07-10,7545:28,3817,2677:42,1587,左组件温度高. 杜定杰LH PACK HIGH TEMPERTURE,790:21,  航后完成反吹散热器.依据AMM21-00 更换左组件TCV 测试正常. 李腾AF ACCOMPLISHED BACK BLOWING RADIATOR REFER TO AMM21-00 REPLACEDLH PACK TCV TEST NORMAL,500,398908-3                ,11334           ,霍尼韦尔,15407,30502.38,790:21,500,(AOG)VALVE                                                  ,5128509,11195234
73N,73N03610,5579    ,DE    ,CC    ,398908-5                ,21070           ,21    ,X,X,FAIL  ,2017-05-29,19377:15,9961,9629:25,5037,2017-08-07,19925:43,10259,10177:53,5335,机组反映空中驾驶舱温度低无法调节the crew report air condition in control temperture lower air not adjust 梁金贵,548:28,"     航后参考AMM21-61-00检查ZTC有驾驶舱配平活门信息,按AMM21-61-21更换驾驶舱配平空气活门,检查无漏气,相关测试结果正常AF ref AMM21-61-00 to BITE ZTC hand flight partment trim valve MSG,ref AMM21-61-21 to replace the trim valve of flight compartmentcheck it ok finished test result is normal梁金贵",298,398908-3                ,5901            ,霍尼韦尔,28122,55271.29,548:28,298,(AOG)VALVE                                                  ,5212308,11201544
73N,73N04794,1928    ,DE    ,CC    ,398908-5                ,15401           ,21    ,X,X,FAIL  ,2016-09-01,8050:47,4154,6453:05,3062,2017-05-05,10143:06,5243,8545:24,4151,"起动好后,L pack灯亮,按检查单,MEL处置.请检查.机组",2092:19,"   FLB:11204805A过站自检有TCV信息,依据AMM21-51-10更换TCV测试正常,并关闭DD201711955.TR BITE test have TCV message refer AMM21-51-10 replace TCV test okand close DD201711955.方泽锋",1089,398908-5                ,23765           ,海口维修室,5112,10055.3,, ,(AOG)VALVE                                                  ,4944419,11204804
73N,73N04596,5798    ,DE    ,CC    ,398908-5                ,24555           ,21    ,X,X,FAIL  ,2016-05-29,8736:07,4360,00:00,0,2017-05-03,11741:09,5834,3005:02,1474,FROM FLB11211779B,3005:02,"   航后完成ZTC自检无信息,依据AMM21-51-10更换左组件TCV测试正常无渗漏.党金刚AF ACCOMPLSIHED THE ZTC BITE HAS NO MESSAGE REFER TO AMM21-51-01REPLACED THE LH PACK TCV TEST IS OK NOLEAKAGE.",1474,398908-3                ,17690           ,,10310,19871.41,, ,(AOG)VALVE                                                  ,4938613,11211780
73N,73N05167,1725    ,DE    ,CC    ,398908-5                ,26719           ,21    ,X,X,FAIL  ,2016-07-07,4900:49,2502,00:00,0,2017-06-15,7914:34,3999,3013:45,1497,右组件TCV有漏气. 宋威TCV OF RIGHT PACK HAD LEAKING,3013:45, 航后依据AMM21-51-10 更换右组件TCV 更换后测试正常. 宋威AF REFER TO AMM21-51-10 REPLACED RIGHT PACK TCV TEST NORMAL,1497,398908-3                ,6500            ,,23430,45798.16,, ,(AOG)VALVE                                                  ,5056096,11212118
73N,73N02778,5408    ,DE    ,CC    ,398908-5                ,9467            ,21    ,X,X,FAIL  ,2016-09-16,24308:16,12445,28406:59,14252,2017-05-25,26354:53,13477,30453:36,15284,机组反应左侧空中冲压进气门灯亮  李宝岩the left ram door full open was come on in air,2046:37,"   航后完成MCO-2017-05-25-227并依据AMM21-51-10更换左侧TCV,地面测试正常李宝岩AF accomplish MCO-2017-05-25-227 refer to AMM21-51-10 replaced theleft TCV and ground test to normal",1032,398908-3                ,18769           ,海口维修室,9150,18143.02,, ,(AOG)VALVE                                                  ,4998637,11213124
